name,quantity_type,catalog_name,catalog_symbol,rp66_symbol,base_unit,a,b,c,d,
British thermal units/minute,heat flow rate,POSC,Btu/min,Btu/min,W,0,17.5843,1,0,
British thermal units/second,heat flow rate,POSC,Btu/s,Btu/s,W,0,1055.06,1,0,
calorie (international table) per second,power,Wikipedia,calit/s,,W,0,4.1868,1,0,
cheval vapeur,power,POSC,CV,,W,0,735.499,1,0,
electric horsepower,power,POSC,ehp,ehp,W,0,746,1,0,
exajoules/year,heat flow rate,POSC,EJ/a,EJ/a,W,0,3.17E+10,1,0,
ergs/year,heat flow rate,POSC,erg/a,,W,0,1.00E-07,3.16E+07,0,
erg per second,power,Wikipedia,erg/s,,W,0,0.0000001,1,0,
foot pounds force/minute,heat flow rate,POSC,ft.lbf/min,ft.lbf/min,W,0,0.022597,1,0,
foot pounds force/second,heat flow rate,POSC,ft.lbf/s,ft.lbf/s,W,0,1.35582,1,0,
foot-pound-force per hour,power,Wikipedia,ft_lbf/h,,W,0,0.000376616,1,0,
gigawatt,power,POSC,GW,GW,W,0,1.00E+09,1,0,
hydraulic horsepower,power,POSC,hhp,hhp,W,0,746.043,1,0,
horsepower,power,POSC,hp,hp,W,0,745.7,1,0,
kilocalories/hour,power,POSC,kcal/h,kcal/h,W,0,1.16222,1,0,
kilowatts,power,POSC,kW,kW,W,0,1000,1,0,
litre-atmosphere per minute,power,Wikipedia,l_atm/min,,W,0,1.68875,1,0,
litre-atmosphere per second,power,Wikipedia,l_atm/s,,W,0,101.325,1,0,
lusec,power,Wikipedia,lusec,,W,0,0.0001333,1,0,
million Btus/hour,heat flow rate,POSC,MBtu/hr,,W,0,293071,1,0,
megajoules/year,power,POSC,MJ/a,MJ/a,W,0,1.00E+06,3.16E+07,0,
nanowatts,power,POSC,nW,nW,W,0,1.00E-09,1,0,
quads/year,heat flow rate,POSC,quad/yr,,W,0,1.06E+18,3.16E+07,0,
square foot equivalent direct radiation,power,Wikipedia,sq ft edr,,W,0,70.3371,1,0,
terajoules/year,heat flow rate,POSC,TJ/a,TJ/a,W,0,1.00E+12,3.16E+07,0,
ton of air conditioning,power,Wikipedia,ton of air conditioning,,W,0,3504,1,0,
tons of refrigeration,power,POSC,ton of refrig,,W,0,3516.85,1,0,
ton of refrigeration (imperial),power,Wikipedia,ton of refrigeration (imperial),,W,0,3938.87,1,0,
ton of refrigeration (it),power,Wikipedia,ton of refrigeration (it),,W,0,3516.85,1,0,
terawatts,power,POSC,TW,TW,W,0,1.00E+12,1,0,
microwatts,power,POSC,uW,uW,W,0,1.00E-06,1,0,
watt,power,POSC,W,W,W,0,1,1,0,
Watts per delta kelvin,thermal conductance,POSC,W/K,W/K,W/K,0,1,1,0,
Btus/hour foot squared deg F per inch,energy length per time area temperature,POSC,Btu.in/hr.ft2.F,Btu.in/h.ft2.degF,W/m.K,0,0.144228,1,0,
British thermal units/hour foot deg F,thermal conductivity,POSC,Btu/hr.ft.degF,Btu/h.ft.degF,W/m.K,0,1.73073,1,0,
calories/hour centimetre degree Celsius,thermal conductivity,POSC,cal/h.cm.degC,cal/h.cm.degC,W/m.K,0,0.116222,1,0,
calories/second centimetre deg C,thermal conductivity,POSC,cal/s.cm.degC,cal/s.cm.degC,W/m.K,0,418.4,1,0,
kilocalories/hour metre degree Celsius,thermal conductivity,POSC,kcal/h.m.degC,kcal/h.m.degC,W/m.K,0,1.16222,1,0,
kilojoule metres/hour sq metre deg K,energy length per time area temperature,POSC,kJ.m/h.m2.K,kJ.m/h.m2.K,W/m.K,0,1,3.6,0,
watts/metre kelvin,energy length per time area temperature,POSC,W/m.K,W/m.K,W/m.K,0,1,1,0,
Btus/hour per square foot,density of heat flow rate,POSC,Btu/hr.ft2,Btu/h.ft2,W/m2,0,3.15459,1,0,
British thermal units/second square foot,density of heat flow rate,POSC,Btu/s.ft2,Btu/s.ft2,W/m2,0,11356.5,1,0,
calories/hour centimetre squared,density of heat flow rate,POSC,cal/h.cm2,cal/h.cm2,W/m2,0,11.6222,1,0,
(hydraulic) horsepower per square inch,density of heat flow rate,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0,
horsepower per square inch,density of heat flow rate,POSC,hp/in2,hp/in2,W/m2,0,745.7,0.00064516,0,
kilowatts/square centimetre,density of heat flow rate,POSC,kW/cm2,kW/cm2,W/m2,0,1.00E+07,1,0,
kilowatts/square metre,density of heat flow rate,POSC,kW/m2,kW/m2,W/m2,0,1000,1,0,
milliwatts/square metres,density of heat flow rate,POSC,mW/m2,mW/m2,W/m2,0,0.001,1,0,
microcalories/second square centimetre,density of heat flow rate,POSC,ucal/s.cm2,,W/m2,0,0.04184,1,0,
watts/square centimetre,density of heat flow rate,POSC,W/cm2,W/cm2,W/m2,0,10000,1,0,
watts/square metre,density of heat flow rate,POSC,W/m2,W/m2,W/m2,0,1,1,0,
watts per square millimeter,density of heat flow rate,POSC,W/mm2,W/mm2,W/m2,0,1.00E+06,1,0,
Btus/hour foot squared deg F,heat transfer coefficient,POSC,Btu/hr.ft2.degF,Btu/h.ft2.degF,W/m2.K,0,5.67826,1,0,
Btus/hour foot squared deg R,heat transfer coefficient,POSC,Btu/hr.ft2.degR,Btu/hr.ft2.degR,W/m2.K,0,5.67826,1,0,
Btus/hour metre squared deg C,heat transfer coefficient,POSC,Btu/hr.m2.degC,Btu/h.m2.degC,W/m2.K,0,0.293071,1,0,
Btus/second per square foot deg F,heat transfer coefficient,POSC,Btu/s.ft2.degF,Btu/s.ft2.degF,W/m2.K,0,20441.8,1,0,
calories/hour square centimetre deg C,heat transfer coefficient,POSC,cal/h.cm2.degC,cal/h.cm2.degC,W/m2.K,0,11.6222,1,0,
calories/second square centimetre deg C,heat transfer coefficient,POSC,cal/s.cm2.degC,cal/s.cm2.degC,W/m2.K,0,41840,1,0,
joules/second square metre deg C,heat transfer coefficient,POSC,J/s.m2.degC,J/s.m2.degC,W/m2.K,0,1,1,0,
kilocalorie/hour square metre deg C,heat transfer coefficient,POSC,kcal/h.m2.degC,kcal/h.m2.degC,W/m2.K,0,1.16222,1,0,
kilojoules/hour square metre deg K,heat transfer coefficient,POSC,kJ/h.m2.K,kJ/h.m2.K,W/m2.K,0,1000,3600,0,
kilowatts/square metre degree Kelvin,heat transfer coefficient,POSC,kW/m2.K,kW/m2.K,W/m2.K,0,1000,1,0,
watts/square metre kelvin,heat transfer coefficient,POSC,W/m2.K,W/m2.K,W/m2.K,0,1,1,0,
watts/square metre steradian,radiance,POSC,W/m2.sr,W/m2.sr,W/m2.sr,0,1,1,0,
British thermal units/hour cubic foot,power per volume,POSC,Btu/hr.ft3,Btu/h.ft3,W/m3,0,10.3497,1,0,
Btus/second per cubic foot,power per volume,POSC,Btu/s.ft3,Btu/s.ft3,W/m3,0,37258.9,1,0,
calories/hour cubic centimetre,power per volume,POSC,cal/h.cm3,cal/h.cm3,W/m3,0,1162.22,1,0,
calories/second cubic centimetre,power per volume,POSC,cal/s.cm3,cal/s.cm3,W/m3,0,4.18E+06,1,0,
horsepower/cubic foot,power per volume,POSC,hp/ft3,hp/ft3,W/m3,0,26334.1,1,0,
kilowatts/cubic metre,power per volume,POSC,kW/m3,kW/m3,W/m3,0,1000,1,0,
microwatts/cubic metre,power per volume,POSC,uW/m3,uW/m3,W/m3,0,1.00E-06,1,0,
watts/cubic metre,power per volume,POSC,W/m3,W/m3,W/m3,0,1,1,0,
Btus/hour foot cubed deg F,volumetric heat transfer coefficient,POSC,Btu/hr.ft3.degF,Btu/h.ft3.degF,W/m3.K,0,18.6295,1,0,
Btus/second per cubic foot deg F,volumetric heat transfer coefficient,POSC,Btu/s.ft3.degF,Btu/s.ft3.degF,W/m3.K,0,67066.1,1,0,
killowatts/cubic metre degree Kelvin,volumetric heat transfer coefficient,POSC,kW/m3.K,kW/m3.K,W/m3.K,0,1000,1,0,
watts/cubic metre kelvin,volumetric heat transfer coefficient,POSC,W/m3.K,W/m3.K,W/m3.K,0,1,1,0,
watts/steradian,radiant intensity,POSC,W/sr,W/sr,W/sr,0,1,1,0,
milliwebers,magnetic flux,POSC,mWb,mWb,Wb,0,0.001,1,0,
microwebers,magnetic flux,POSC,uWb,uWb,Wb,0,1.00E-06,1,0,
weber,magnetic flux,POSC,Wb,Wb,Wb,0,1,1,0,
weber metres,magnetic dipole moment,POSC,Wb.m,Wb.m,Wb.m,0,1,1,0,
webers/metre,magnetic vector potential,POSC,Wb/m,Wb/m,Wb/m,0,1,1,0,
webers/millimetre,magnetic vector potential,POSC,Wb/mm,Wb/mm,Wb/m,0,1000,1,0,
